Name,Product Type,Quantity Sold,Date Sold,Product Price (SGD)
Chye Sim,Leafy Green,48,21/3/2023,3.5
Ruby Red Lettuce,Leafy Green,24,21/3/2023,4.0
Mizuna,Leafy Green,21,21/3/2023,3.8
Chye Sim,Leafy Green,60,22/3/2023,3.5
Ruby Red Lettuce,Leafy Green,20,22/3/2023,4.0
Green Emerald Lettuce,Leafy Green,37,22/3/2023,4.0
Mizuna,Leafy Green,26,23/3/2023,3.8
Green Emerald Lettuce,Leafy Green,44,24/3/2023,4.0
Chye Sim,Leafy Green,39,24/3/2023,3.5
Basil,Herb,10,24/3/2023,2.5
Mint,Herb,6,24/3/2023,2.5
Mizuna,Leafy Green,25,24/3/2023,3.8
Ruby Red Lettuce,Leafy Green,28,25/3/2023,4.0
Chye Sim,Leafy Green,48,26/3/2023,3.5
Green Emerald Lettuce,Leafy Green,23,26/3/2023,4.0
Mizuna,Leafy Green,23,26/3/2023,3.8
Ruby Red Lettuce,Leafy Green,27,27/3/2023,4.0
Mint,Herb,6,28/3/2023,2.5
Basil,Herb,9,28/3/2023,2.5
Mizuna,Leafy Green,25,28/3/2023,3.8
Ruby Red Lettuce,Leafy Green,35,29/3/2023,4.0
Chye Sim,Leafy Green,41,29/3/2023,3.5
Mint,Herb,7,29/3/2023,2.5
Green Emerald Lettuce,Leafy Green,37,29/3/2023,4.0
Chye Sim,Leafy Green,44,30/3/2023,3.5
Basil,Herb,16,30/3/2023,2.5
Green Emerald Lettuce,Leafy Green,46,30/3/2023,4.0
Mizuna,Leafy Green,20,31/3/2023,3.8
Ruby Red Lettuce,Leafy Green,30,31/3/2023,4.0
Ruby Red Lettuce,Leafy Green,23,1/4/2023,4.0
Basil,Herb,14,2/4/2023,2.5
Chye Sim,Leafy Green,39,2/4/2023,3.5
Mizuna,Leafy Green,23,3/4/2023,3.8
Green Emerald Lettuce,Leafy Green,42,3/4/2023,4.0
Mint,Herb,10,3/4/2023,2.5
Chye Sim,Leafy Green,46,4/4/2023,3.5
Ruby Red Lettuce,Leafy Green,30,5/4/2023,4.0
Green Emerald Lettuce,Leafy Green,44,6/4/2023,4.0
Mizuna,Leafy Green,20,6/4/2023,3.8
Green Emerald Lettuce,Leafy Green,48,7/4/2023,4.0
Mizuna,Leafy Green,25,7/4/2023,3.8
Chye Sim,Leafy Green,56,7/4/2023,3.5
Mint,Herb,9,8/4/2023,2.5
Basil,Herb,17,8/4/2023,2.5
Ruby Red Lettuce,Leafy Green,29,9/4/2023,4.0
Mizuna,Leafy Green,25,10/4/2023,3.8
Green Emerald Lettuce,Leafy Green,46,10/4/2023,4.0
Mint,Herb,10,11/4/2023,2.5
Ruby Red Lettuce,Leafy Green,22,11/4/2023,4.0
Basil,Herb,12,11/4/2023,2.5
Chye Sim,Leafy Green,41,12/4/2023,3.5
Basil,Herb,17,13/4/2023,2.5
Chye Sim,Leafy Green,40,13/4/2023,3.5
Ruby Red Lettuce,Leafy Green,25,13/4/2023,4.0
Mint,Herb,8,14/4/2023,2.5
Green Emerald Lettuce,Leafy Green,40,14/4/2023,4.0
Mizuna,Leafy Green,21,15/4/2023,3.8
Mizuna,Leafy Green,19,16/4/2023,3.8
Chye Sim,Leafy Green,44,16/4/2023,3.5
Mint,Herb,10,17/4/2023,2.5
Green Emerald Lettuce,Leafy Green,47,17/4/2023,4.0
Basil,Herb,18,18/4/2023,2.5
Ruby Red Lettuce,Leafy Green,30,18/4/2023,4.0
Ruby Red Lettuce,Leafy Green,26,19/4/2023,4.0
Chye Sim,Leafy Green,55,19/4/2023,3.5
Green Emerald Lettuce,Leafy Green,51,20/4/2023,4.0
Mizuna,Leafy Green,23,20/4/2023,3.8
Chye Sim,Leafy Green,32,21/4/2023,3.5
Mizuna,Leafy Green,21,21/4/2023,3.8
Ruby Red Lettuce,Leafy Green,20,21/4/2023,4.0
Green Emerald Lettuce,Leafy Green,50,22/4/2023,4.0
Basil,Herb,14,22/4/2023,2.5
Mint,Herb,11,23/4/2023,2.5
Chye Sim,Leafy Green,44,23/4/2023,3.5
Mizuna,Leafy Green,21,23/4/2023,3.8
Green Emerald Lettuce,Leafy Green,45,24/4/2023,4.0
Ruby Red Lettuce,Leafy Green,32,24/4/2023,4.0
Green Emerald Lettuce,Leafy Green,51,25/4/2023,4.0
Mint,Herb,9,25/4/2023,2.5
Ruby Red Lettuce,Leafy Green,36,25/4/2023,4.0
Mizuna,Leafy Green,23,26/4/2023,3.8
Chye Sim,Leafy Green,50,26/4/2023,3.5
Ruby Red Lettuce,Leafy Green,31,27/4/2023,4.0
Basil,Herb,14,27/4/2023,2.5
Green Emerald Lettuce,Leafy Green,13,28/4/2023,4.0
Mizuna,Leafy Green,9,28/4/2023,3.8
Chye Sim,Leafy Green,16,28/4/2023,3.5
Chye Sim,Leafy Green,20,29/4/2023,3.5
Mizuna,Leafy Green,11,29/4/2023,3.8
Basil,Herb,8,30/4/2023,2.5
Ruby Red Lettuce,Leafy Green,15,30/4/2023,4.0
Green Emerald Lettuce,Leafy Green,36,30/4/2023,4.0
Mint,Herb,8,30/4/2023,2.5
Basil,Herb,14,1/5/2023,2.5
Chye Sim,Leafy Green,45,1/5/2023,3.5
Mint,Herb,7,2/5/2023,2.5
Green Emerald Lettuce,Leafy Green,32,2/5/2023,4.0
Mizuna,Leafy Green,12,2/5/2023,3.8
Ruby Red Lettuce,Leafy Green,12,3/5/2023,4.0
Chye Sim,Leafy Green,16,4/5/2023,3.5
Ruby Red Lettuce,Leafy Green,40,6/5/2023,4.0
Green Emerald Lettuce,Leafy Green,49,6/5/2023,4.0
Mizuna,Leafy Green,19,6/5/2023,3.8
Basil,Herb,22,6/5/2023,2.5
Ruby Red Lettuce,Leafy Green,27,7/5/2023,4.0
Mint,Herb,10,8/5/2023,2.5
Green Emerald Lettuce,Leafy Green,50,8/5/2023,4.0
Mizuna,Leafy Green,20,9/5/2023,3.8
Chye Sim,Leafy Green,44,9/5/2023,3.5
Green Emerald Lettuce,Leafy Green,44,10/5/2023,4.0
Ruby Red Lettuce,Leafy Green,35,10/5/2023,4.0
Mizuna,Leafy Green,20,11/5/2023,3.8
Mint,Herb,13,11/5/2023,2.5
Basil,Herb,20,12/5/2023,2.5
Chye Sim,Leafy Green,56,12/5/2023,3.5
Green Emerald Lettuce,Leafy Green,43,13/5/2023,4.0
Mizuna,Leafy Green,26,13/5/2023,3.8
Ruby Red Lettuce,Leafy Green,38,13/5/2023,4.0
Chye Sim,Leafy Green,38,13/5/2023,3.5
Mint,Herb,8,14/5/2023,2.5
Mizuna,Leafy Green,24,16/5/2023,3.8
Green Emerald Lettuce,Leafy Green,54,16/5/2023,4.0
Chye Sim,Leafy Green,53,16/5/2023,3.5
Basil,Herb,18,16/5/2023,2.5
Ruby Red Lettuce,Leafy Green,30,17/5/2023,4.0
Basil,Herb,16,17/5/2023,2.5
Chye Sim,Leafy Green,55,18/5/2023,3.5
Ruby Red Lettuce,Leafy Green,33,18/5/2023,4.0
Green Emerald Lettuce,Leafy Green,55,19/5/2023,4.0
Mizuna,Leafy Green,16,19/5/2023,3.8
Mint,Herb,12,20/5/2023,2.5
Mizuna,Leafy Green,20,20/5/2023,3.8
Ruby Red Lettuce,Leafy Green,32,20/5/2023,4.0
Chye Sim,Leafy Green,49,20/5/2023,3.5
Green Emerald Lettuce,Leafy Green,47,21/5/2023,4.0
Mizuna,Leafy Green,25,22/5/2023,3.8
Ruby Red Lettuce,Leafy Green,28,22/5/2023,4.0
Green Emerald Lettuce,Leafy Green,51,23/5/2023,4.0
Mint,Herb,14,23/5/2023,2.5
Chye Sim,Leafy Green,39,23/5/2023,3.5
Basil,Herb,21,24/5/2023,2.5
Mizuna,Leafy Green,22,24/5/2023,3.8
Green Emerald Lettuce,Leafy Green,38,25/5/2023,4.0
Chye Sim,Leafy Green,42,25/5/2023,3.5
Basil,Herb,15,25/5/2023,2.5
Ruby Red Lettuce,Leafy Green,29,25/5/2023,4.0
Green Emerald Lettuce,Leafy Green,53,26/5/2023,4.0
Ruby Red Lettuce,Leafy Green,23,26/5/2023,4.0
Mizuna,Leafy Green,21,27/5/2023,3.8
Chye Sim,Leafy Green,54,27/5/2023,3.5
Mint,Herb,10,27/5/2023,2.5
Ruby Red Lettuce,Leafy Green,38,28/5/2023,4.0
Chye Sim,Leafy Green,46,28/5/2023,3.5
Green Emerald Lettuce,Leafy Green,53,29/5/2023,4.0
Mizuna,Leafy Green,26,29/5/2023,3.8
Basil,Herb,22,29/5/2023,2.5
Mizuna,Leafy Green,23,30/5/2023,3.8
Green Emerald Lettuce,Leafy Green,39,31/5/2023,4.0
Chye Sim,Leafy Green,55,31/5/2023,3.5
Ruby Red Lettuce,Leafy Green,25,31/5/2023,4.0
Mint,Herb,13,31/5/2023,2.5
Green Emerald Lettuce,Leafy Green,29,1/6/2023,4.0
Chye Sim,Leafy Green,73,2/6/2023,3.5
Basil,Herb,17,2/6/2023,2.5
Ruby Red Lettuce,Leafy Green,36,2/6/2023,4.0
Mint,Herb,12,3/6/2023,2.5
Mizuna,Leafy Green,16,3/6/2023,3.8
Ruby Red Lettuce,Leafy Green,29,4/6/2023,4.0
Basil,Herb,19,5/6/2023,2.5
Mint,Herb,12,6/6/2023,2.5
Green Emerald Lettuce,Leafy Green,42,6/6/2023,4.0
Mizuna,Leafy Green,15,6/6/2023,3.8
Chye Sim,Leafy Green,53,6/6/2023,3.5
Green Emerald Lettuce,Leafy Green,41,7/6/2023,4.0
Mizuna,Leafy Green,13,8/6/2023,3.8
Chye Sim,Leafy Green,49,8/6/2023,3.5
Ruby Red Lettuce,Leafy Green,47,8/6/2023,4.0
Basil,Herb,18,10/6/2023,2.5
Mizuna,Leafy Green,19,12/6/2023,3.8
Green Emerald Lettuce,Leafy Green,35,12/6/2023,4.0
Chye Sim,Leafy Green,60,12/6/2023,3.5
Ruby Red Lettuce,Leafy Green,35,12/6/2023,4.0
Mint,Herb,12,12/6/2023,2.5
Chye Sim,Leafy Green,67,13/6/2023,3.5
Ruby Red Lettuce,Leafy Green,34,14/6/2023,4.0
Green Emerald Lettuce,Leafy Green,50,14/6/2023,4.0
Mizuna,Leafy Green,17,14/6/2023,3.8
Mint,Herb,14,14/6/2023,2.5
Chye Sim,Leafy Green,54,16/6/2023,3.5
Green Emerald Lettuce,Leafy Green,43,16/6/2023,4.0
Basil,Herb,16,16/6/2023,2.5
Mizuna,Leafy Green,15,17/6/2023,3.8
Mint,Herb,15,17/6/2023,2.5
Ruby Red Lettuce,Leafy Green,34,18/6/2023,4.0
Green Emerald Lettuce,Leafy Green,55,19/6/2023,4.0
Chye Sim,Leafy Green,67,19/6/2023,3.5
Basil,Herb,18,20/6/2023,2.5
Mizuna,Leafy Green,21,20/6/2023,3.8
Ruby Red Lettuce,Leafy Green,44,20/6/2023,4.0
Ruby Red Lettuce,Leafy Green,37,21/6/2023,4.0
Green Emerald Lettuce,Leafy Green,59,21/6/2023,4.0
Chye Sim,Leafy Green,71,21/6/2023,3.5
Mizuna,Leafy Green,16,22/6/2023,3.8
Ruby Red Lettuce,Leafy Green,40,23/6/2023,4.0
Mint,Herb,12,23/6/2023,2.5
Chye Sim,Leafy Green,47,23/6/2023,3.5
Green Emerald Lettuce,Leafy Green,42,24/6/2023,4.0
Mizuna,Leafy Green,18,24/6/2023,3.8
Basil,Herb,15,24/6/2023,2.5
Ruby Red Lettuce,Leafy Green,38,25/6/2023,4.0
Basil,Herb,19,25/6/2023,2.5
Green Emerald Lettuce,Leafy Green,41,25/6/2023,4.0
Mint,Herb,9,26/6/2023,2.5
Chye Sim,Leafy Green,46,26/6/2023,3.5
Mizuna,Leafy Green,21,26/6/2023,3.8
Chye Sim,Leafy Green,65,27/6/2023,3.5
Green Emerald Lettuce,Leafy Green,45,27/6/2023,4.0
Ruby Red Lettuce,Leafy Green,39,28/6/2023,4.0
Mizuna,Leafy Green,17,28/6/2023,3.8
Mint,Herb,10,29/6/2023,2.5
Chye Sim,Leafy Green,67,30/6/2023,3.5
Mizuna,Leafy Green,18,30/6/2023,3.8
Green Emerald Lettuce,Leafy Green,43,30/6/2023,4.0
Ruby Red Lettuce,Leafy Green,36,30/6/2023,4.0
Basil,Herb,16,30/6/2023,2.5
Basil,Herb,24,1/7/2023,2.5
Ruby Red Lettuce,Leafy Green,23,1/7/2023,4.0
Mint,Herb,13,1/7/2023,2.5
Chye Sim,Leafy Green,57,1/7/2023,3.5
Mizuna,Leafy Green,13,3/7/2023,3.8
Green Emerald Lettuce,Leafy Green,40,3/7/2023,4.0
Green Emerald Lettuce,Leafy Green,38,4/7/2023,4.0
Chye Sim,Leafy Green,61,4/7/2023,3.5
Ruby Red Lettuce,Leafy Green,31,4/7/2023,4.0
Mizuna,Leafy Green,15,6/7/2023,3.8
Mizuna,Leafy Green,18,7/7/2023,3.8
Basil,Herb,25,7/7/2023,2.5
Green Emerald Lettuce,Leafy Green,48,8/7/2023,4.0
Mint,Herb,11,8/7/2023,2.5
Chye Sim,Leafy Green,57,8/7/2023,3.5
Ruby Red Lettuce,Leafy Green,34,9/7/2023,4.0
Basil,Herb,25,10/7/2023,2.5
Mint,Herb,13,11/7/2023,2.5
Chye Sim,Leafy Green,43,11/7/2023,3.5
Ruby Red Lettuce,Leafy Green,36,12/7/2023,4.0
Mizuna,Leafy Green,18,12/7/2023,3.8
Green Emerald Lettuce,Leafy Green,36,12/7/2023,4.0
Ruby Red Lettuce,Leafy Green,45,13/7/2023,4.0
Green Emerald Lettuce,Leafy Green,54,13/7/2023,4.0
Chye Sim,Leafy Green,56,13/7/2023,3.5
Mizuna,Leafy Green,16,14/7/2023,3.8
Basil,Herb,22,14/7/2023,2.5
Mint,Herb,12,16/7/2023,2.5
Green Emerald Lettuce,Leafy Green,42,16/7/2023,4.0
Chye Sim,Leafy Green,58,17/7/2023,3.5
Mint,Herb,9,17/7/2023,2.5
Mizuna,Leafy Green,19,17/7/2023,3.8
Ruby Red Lettuce,Leafy Green,36,17/7/2023,4.0
Chye Sim,Leafy Green,69,18/7/2023,3.5
Mizuna,Leafy Green,14,19/7/2023,3.8
Green Emerald Lettuce,Leafy Green,39,19/7/2023,4.0
Ruby Red Lettuce,Leafy Green,27,19/7/2023,4.0
Green Emerald Lettuce,Leafy Green,39,20/7/2023,4.0
Basil,Herb,19,20/7/2023,2.5
Ruby Red Lettuce,Leafy Green,34,20/7/2023,4.0
Basil,Herb,15,21/7/2023,2.5
Mizuna,Leafy Green,12,21/7/2023,3.8
Chye Sim,Leafy Green,58,21/7/2023,3.5
Mint,Herb,11,22/7/2023,2.5
Chye Sim,Leafy Green,55,22/7/2023,3.5
Green Emerald Lettuce,Leafy Green,44,23/7/2023,4.0
Mizuna,Leafy Green,13,23/7/2023,3.8
Ruby Red Lettuce,Leafy Green,22,23/7/2023,4.0
Ruby Red Lettuce,Leafy Green,31,24/7/2023,4.0
Chye Sim,Leafy Green,54,24/7/2023,3.5
Green Emerald Lettuce,Leafy Green,26,25/7/2023,4.0
Mizuna,Leafy Green,17,25/7/2023,3.8
Green Emerald Lettuce,Leafy Green,40,26/7/2023,4.0
Mizuna,Leafy Green,16,26/7/2023,3.8
Chye Sim,Leafy Green,53,27/7/2023,3.5
Mint,Herb,10,27/7/2023,2.5
Ruby Red Lettuce,Leafy Green,30,27/7/2023,4.0
Basil,Herb,24,28/7/2023,2.5
Ruby Red Lettuce,Leafy Green,37,28/7/2023,4.0
Chye Sim,Leafy Green,47,29/7/2023,3.5
Green Emerald Lettuce,Leafy Green,48,29/7/2023,4.0
Mizuna,Leafy Green,15,29/7/2023,3.8
Basil,Herb,17,30/7/2023,2.5
Chye Sim,Leafy Green,67,30/7/2023,3.5
Mizuna,Leafy Green,16,30/7/2023,3.8
Ruby Red Lettuce,Leafy Green,27,30/7/2023,4.0
Green Emerald Lettuce,Leafy Green,39,31/7/2023,4.0
Mint,Herb,13,31/7/2023,2.5
Ruby Red Lettuce,Leafy Green,26,1/8/2023,4.0
Green Emerald Lettuce,Leafy Green,35,1/8/2023,4.0
Mizuna,Leafy Green,10,2/8/2023,3.8
Mint,Herb,10,2/8/2023,2.5
Chye Sim,Leafy Green,53,2/8/2023,3.5
Basil,Herb,14,3/8/2023,2.5
Ruby Red Lettuce,Leafy Green,28,4/8/2023,4.0
Green Emerald Lettuce,Leafy Green,37,4/8/2023,4.0
Chye Sim,Leafy Green,55,4/8/2023,3.5
Mizuna,Leafy Green,19,4/8/2023,3.8
Mint,Herb,12,7/8/2023,2.5
Basil,Herb,20,8/8/2023,2.5
Ruby Red Lettuce,Leafy Green,26,8/8/2023,4.0
Green Emerald Lettuce,Leafy Green,22,8/8/2023,4.0
Chye Sim,Leafy Green,76,8/8/2023,3.5
Mizuna,Leafy Green,15,9/8/2023,3.8
Basil,Herb,15,9/8/2023,2.5
Mint,Herb,14,9/8/2023,2.5
Green Emerald Lettuce,Leafy Green,22,10/8/2023,4.0
Mizuna,Leafy Green,17,11/8/2023,3.8
Ruby Red Lettuce,Leafy Green,35,11/8/2023,4.0
Chye Sim,Leafy Green,54,12/8/2023,3.5
Mizuna,Leafy Green,26,13/8/2023,3.8
Green Emerald Lettuce,Leafy Green,32,14/8/2023,4.0
Chye Sim,Leafy Green,52,14/8/2023,3.5
Mint,Herb,14,15/8/2023,2.5
Ruby Red Lettuce,Leafy Green,32,15/8/2023,4.0
Basil,Herb,15,16/8/2023,2.5
Ruby Red Lettuce,Leafy Green,24,16/8/2023,4.0
Mizuna,Leafy Green,11,16/8/2023,3.8
Chye Sim,Leafy Green,60,16/8/2023,3.5
Green Emerald Lettuce,Leafy Green,34,17/8/2023,4.0
Chye Sim,Leafy Green,52,18/8/2023,3.5
Mizuna,Leafy Green,15,18/8/2023,3.8
Mint,Herb,8,18/8/2023,2.5
Ruby Red Lettuce,Leafy Green,24,19/8/2023,4.0
Green Emerald Lettuce,Leafy Green,16,19/8/2023,4.0
Basil,Herb,13,20/8/2023,2.5
Ruby Red Lettuce,Leafy Green,14,20/8/2023,4.0
Mizuna,Leafy Green,11,21/8/2023,3.8
Green Emerald Lettuce,Leafy Green,26,21/8/2023,4.0
Mint,Herb,9,21/8/2023,2.5
Chye Sim,Leafy Green,44,21/8/2023,3.5
Chye Sim,Leafy Green,40,22/8/2023,3.5
Green Emerald Lettuce,Leafy Green,27,23/8/2023,4.0
Mizuna,Leafy Green,12,23/8/2023,3.8
Ruby Red Lettuce,Leafy Green,23,23/8/2023,4.0
Basil,Herb,16,24/8/2023,2.5
Green Emerald Lettuce,Leafy Green,42,25/8/2023,4.0
Chye Sim,Leafy Green,64,25/8/2023,3.5
Mizuna,Leafy Green,14,25/8/2023,3.8
Ruby Red Lettuce,Leafy Green,32,25/8/2023,4.0
Chye Sim,Leafy Green,54,26/8/2023,3.5
Basil,Herb,17,27/8/2023,2.5
Ruby Red Lettuce,Leafy Green,25,27/8/2023,4.0
Mizuna,Leafy Green,15,27/8/2023,3.8
Green Emerald Lettuce,Leafy Green,33,27/8/2023,4.0
Green Emerald Lettuce,Leafy Green,34,28/8/2023,4.0
Mint,Herb,12,28/8/2023,2.5
Ruby Red Lettuce,Leafy Green,23,28/8/2023,4.0
Mizuna,Leafy Green,13,29/8/2023,3.8
Chye Sim,Leafy Green,68,29/8/2023,3.5
Chye Sim,Leafy Green,60,30/8/2023,3.5
Green Emerald Lettuce,Leafy Green,35,30/8/2023,4.0
Ruby Red Lettuce,Leafy Green,25,30/8/2023,4.0
Mint,Herb,13,31/8/2023,2.5
Basil,Herb,20,31/8/2023,2.5
Mizuna,Leafy Green,18,31/8/2023,3.8
Basil,Herb,11,1/9/2023,2.5
Mint,Herb,13,1/9/2023,2.5
Mizuna,Leafy Green,22,2/9/2023,3.8
Green Emerald Lettuce,Leafy Green,32,3/9/2023,4.0
Chye Sim,Leafy Green,49,3/9/2023,3.5
Ruby Red Lettuce,Leafy Green,23,3/9/2023,4.0
Green Emerald Lettuce,Leafy Green,26,4/9/2023,4.0
Mizuna,Leafy Green,19,4/9/2023,3.8
Ruby Red Lettuce,Leafy Green,29,5/9/2023,4.0
Chye Sim,Leafy Green,59,6/9/2023,3.5
Ruby Red Lettuce,Leafy Green,27,7/9/2023,4.0
Green Emerald Lettuce,Leafy Green,32,8/9/2023,4.0
Mint,Herb,10,8/9/2023,2.5
Basil,Herb,15,8/9/2023,2.5
Mizuna,Leafy Green,19,8/9/2023,3.8
Chye Sim,Leafy Green,56,9/9/2023,3.5
Basil,Herb,11,9/9/2023,2.5
Mint,Herb,12,9/9/2023,2.5
Ruby Red Lettuce,Leafy Green,31,10/9/2023,4.0
Mizuna,Leafy Green,13,10/9/2023,3.8
Green Emerald Lettuce,Leafy Green,17,11/9/2023,4.0
Chye Sim,Leafy Green,49,12/9/2023,3.5
Basil,Herb,17,13/9/2023,2.5
Ruby Red Lettuce,Leafy Green,24,14/9/2023,4.0
Mizuna,Leafy Green,15,14/9/2023,3.8
Chye Sim,Leafy Green,58,14/9/2023,3.5
Green Emerald Lettuce,Leafy Green,28,14/9/2023,4.0
Mint,Herb,11,15/9/2023,2.5
Mizuna,Leafy Green,16,16/9/2023,3.8
Green Emerald Lettuce,Leafy Green,26,16/9/2023,4.0
Ruby Red Lettuce,Leafy Green,27,16/9/2023,4.0
Chye Sim,Leafy Green,59,17/9/2023,3.5
Green Emerald Lettuce,Leafy Green,38,19/9/2023,4.0
Basil,Herb,12,19/9/2023,2.5
Mizuna,Leafy Green,15,19/9/2023,3.8
Ruby Red Lettuce,Leafy Green,19,19/9/2023,4.0
Chye Sim,Leafy Green,58,19/9/2023,3.5
Mint,Herb,10,20/9/2023,2.5
Ruby Red Lettuce,Leafy Green,27,21/9/2023,4.0
Chye Sim,Leafy Green,59,21/9/2023,3.5
Green Emerald Lettuce,Leafy Green,37,22/9/2023,4.0
Mizuna,Leafy Green,14,22/9/2023,3.8
Ruby Red Lettuce,Leafy Green,30,23/9/2023,4.0
Chye Sim,Leafy Green,70,23/9/2023,3.5
Green Emerald Lettuce,Leafy Green,30,23/9/2023,4.0
Mint,Herb,13,24/9/2023,2.5
Mizuna,Leafy Green,19,24/9/2023,3.8
Basil,Herb,19,24/9/2023,2.5
Mizuna,Leafy Green,16,25/9/2023,3.8
Chye Sim,Leafy Green,56,25/9/2023,3.5
Mint,Herb,12,25/9/2023,2.5
Green Emerald Lettuce,Leafy Green,39,26/9/2023,4.0
Ruby Red Lettuce,Leafy Green,24,26/9/2023,4.0
Basil,Herb,20,26/9/2023,2.5
Green Emerald Lettuce,Leafy Green,27,27/9/2023,4.0
Chye Sim,Leafy Green,68,27/9/2023,3.5
Mizuna,Leafy Green,19,27/9/2023,3.8
Ruby Red Lettuce,Leafy Green,32,28/9/2023,4.0
Mizuna,Leafy Green,16,29/9/2023,3.8
Chye Sim,Leafy Green,50,29/9/2023,3.5
Basil,Herb,17,29/9/2023,2.5
Green Emerald Lettuce,Leafy Green,37,30/9/2023,4.0
Ruby Red Lettuce,Leafy Green,28,30/9/2023,4.0
Mint,Herb,10,30/9/2023,2.5
Mizuna,Leafy Green,23,1/10/2023,3.8
Chye Sim,Leafy Green,40,2/10/2023,3.5
Basil,Herb,11,2/10/2023,2.5
Ruby Red Lettuce,Leafy Green,21,3/10/2023,4.0
Green Emerald Lettuce,Leafy Green,32,3/10/2023,4.0
Ruby Red Lettuce,Leafy Green,24,4/10/2023,4.0
Mint,Herb,11,4/10/2023,2.5
Mizuna,Leafy Green,15,4/10/2023,3.8
Green Emerald Lettuce,Leafy Green,46,5/10/2023,4.0
Chye Sim,Leafy Green,42,5/10/2023,3.5
Mint,Herb,7,6/10/2023,2.5
Basil,Herb,12,7/10/2023,2.5
Chye Sim,Leafy Green,52,9/10/2023,3.5
Ruby Red Lettuce,Leafy Green,22,9/10/2023,4.0
Mizuna,Leafy Green,19,9/10/2023,3.8
Green Emerald Lettuce,Leafy Green,31,9/10/2023,4.0
Mizuna,Leafy Green,19,10/10/2023,3.8
Ruby Red Lettuce,Leafy Green,17,10/10/2023,4.0
Basil,Herb,11,11/10/2023,2.5
Chye Sim,Leafy Green,49,12/10/2023,3.5
Green Emerald Lettuce,Leafy Green,28,12/10/2023,4.0
Mint,Herb,11,12/10/2023,2.5
Green Emerald Lettuce,Leafy Green,31,13/10/2023,4.0
Mizuna,Leafy Green,22,13/10/2023,3.8
Mint,Herb,8,14/10/2023,2.5
Chye Sim,Leafy Green,38,15/10/2023,3.5
Ruby Red Lettuce,Leafy Green,22,15/10/2023,4.0
Basil,Herb,13,16/10/2023,2.5
Ruby Red Lettuce,Leafy Green,20,16/10/2023,4.0
Green Emerald Lettuce,Leafy Green,39,16/10/2023,4.0
Chye Sim,Leafy Green,62,16/10/2023,3.5
Mizuna,Leafy Green,20,17/10/2023,3.8
Green Emerald Lettuce,Leafy Green,25,18/10/2023,4.0
Ruby Red Lettuce,Leafy Green,31,18/10/2023,4.0
Mizuna,Leafy Green,19,19/10/2023,3.8
Chye Sim,Leafy Green,63,19/10/2023,3.5
Mizuna,Leafy Green,12,20/10/2023,3.8
Basil,Herb,13,20/10/2023,2.5
Chye Sim,Leafy Green,52,20/10/2023,3.5
Mint,Herb,9,20/10/2023,2.5
Green Emerald Lettuce,Leafy Green,21,21/10/2023,4.0
Ruby Red Lettuce,Leafy Green,26,21/10/2023,4.0
Mint,Herb,11,21/10/2023,2.5
Green Emerald Lettuce,Leafy Green,33,23/10/2023,4.0
Chye Sim,Leafy Green,49,23/10/2023,3.5
Ruby Red Lettuce,Leafy Green,17,23/10/2023,4.0
Mizuna,Leafy Green,17,23/10/2023,3.8
Chye Sim,Leafy Green,49,24/10/2023,3.5
Basil,Herb,12,24/10/2023,2.5
Mizuna,Leafy Green,21,24/10/2023,3.8
Green Emerald Lettuce,Leafy Green,35,25/10/2023,4.0
Ruby Red Lettuce,Leafy Green,26,25/10/2023,4.0
Ruby Red Lettuce,Leafy Green,18,26/10/2023,4.0
Green Emerald Lettuce,Leafy Green,43,26/10/2023,4.0
Mizuna,Leafy Green,15,27/10/2023,3.8
Chye Sim,Leafy Green,41,27/10/2023,3.5
Mint,Herb,7,27/10/2023,2.5
Basil,Herb,12,28/10/2023,2.5
Ruby Red Lettuce,Leafy Green,25,28/10/2023,4.0
Green Emerald Lettuce,Leafy Green,33,28/10/2023,4.0
Mizuna,Leafy Green,18,28/10/2023,3.8
Chye Sim,Leafy Green,50,28/10/2023,3.5
Basil,Herb,13,29/10/2023,2.5
Ruby Red Lettuce,Leafy Green,22,30/10/2023,4.0
Mizuna,Leafy Green,22,30/10/2023,3.8
Chye Sim,Leafy Green,32,31/10/2023,3.5
Green Emerald Lettuce,Leafy Green,20,31/10/2023,4.0
Mint,Herb,5,31/10/2023,2.5
Mint,Herb,5,1/11/2023,2.5
Green Emerald Lettuce,Leafy Green,30,1/11/2023,4.0
Ruby Red Lettuce,Leafy Green,13,2/11/2023,4.0
Basil,Herb,7,2/11/2023,2.5
Mizuna,Leafy Green,10,3/11/2023,3.8
Chye Sim,Leafy Green,27,3/11/2023,3.5
Ruby Red Lettuce,Leafy Green,17,4/11/2023,4.0
Chye Sim,Leafy Green,27,4/11/2023,3.5
Basil,Herb,12,5/11/2023,2.5
Mint,Herb,6,5/11/2023,2.5
Green Emerald Lettuce,Leafy Green,45,6/11/2023,4.0
Mizuna,Leafy Green,20,6/11/2023,3.8
Ruby Red Lettuce,Leafy Green,32,7/11/2023,4.0
Mizuna,Leafy Green,16,7/11/2023,3.8
Chye Sim,Leafy Green,56,7/11/2023,3.5
Green Emerald Lettuce,Leafy Green,41,8/11/2023,4.0
Ruby Red Lettuce,Leafy Green,29,10/11/2023,4.0
Green Emerald Lettuce,Leafy Green,36,10/11/2023,4.0
Mint,Herb,7,11/11/2023,2.5
